ID_MARCA,MARCA,ID_LINHA,LINHA,DATA_VENDA,QTD_VENDA
4,VULT,5,HIDRATANTES,08/27/2018,10
3,QUEM DISSE BERENICE,2,PERFUMARIA,01/14/2018,15
4,VULT,3,MAQUIAGEM,07/25/2018,2
4,VULT,4,SOLAR,04/17/2018,3
1,BOTICÁRIO,1,CABELOS,10/30/2018,20
2,EUDORA,2,PERFUMARIA,07/07/2018,3
4,VULT,3,MAQUIAGEM,11/30/2018,10
5,BELEZA NA WEB,4,SOLAR,03/18/2018,2
4,VULT,1,CABELOS,07/05/2018,14
3,QUEM DISSE BERENICE,4,SOLAR,04/27/2018,3
5,BELEZA NA WEB,5,HIDRATANTES,10/13/2018,13
2,EUDORA,2,PERFUMARIA,08/06/2018,17
4,VULT,1,CABELOS,12/03/2018,8
1,BOTICÁRIO,1,CABELOS,04/09/2018,20
1,BOTICÁRIO,1,CABELOS,11/20/2018,3
2,EUDORA,3,MAQUIAGEM,02/24/2018,7
2,EUDORA,4,SOLAR,08/29/2018,2
1,BOTICÁRIO,5,HIDRATANTES,09/14/2018,4
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/20/2018,2
3,QUEM DISSE BERENICE,5,HIDRATANTES,10/04/2018,18
1,BOTICÁRIO,4,SOLAR,12/02/2018,20
1,BOTICÁRIO,5,HIDRATANTES,04/20/2018,20
1,BOTICÁRIO,3,MAQUIAGEM,08/09/2018,5
3,QUEM DISSE BERENICE,1,CABELOS,06/24/2018,3
2,EUDORA,5,HIDRATANTES,12/23/2018,12
3,QUEM DISSE BERENICE,1,CABELOS,06/04/2018,13
3,QUEM DISSE BERENICE,5,HIDRATANTES,07/18/2018,11
3,QUEM DISSE BERENICE,4,SOLAR,10/27/2018,2
4,VULT,5,HIDRATANTES,10/28/2018,9
5,BELEZA NA WEB,1,CABELOS,07/24/2018,19
5,BELEZA NA WEB,4,SOLAR,06/06/2018,1
5,BELEZA NA WEB,5,HIDRATANTES,06/15/2018,2
2,EUDORA,4,SOLAR,10/28/2018,16
2,EUDORA,2,PERFUMARIA,02/24/2018,18
2,EUDORA,4,SOLAR,01/11/2018,6
5,BELEZA NA WEB,5,HIDRATANTES,09/12/2018,1
1,BOTICÁRIO,5,HIDRATANTES,03/02/2018,6
4,VULT,5,HIDRATANTES,05/08/2018,19
3,QUEM DISSE BERENICE,4,SOLAR,03/06/2018,20
4,VULT,3,MAQUIAGEM,12/31/2018,13
4,VULT,1,CABELOS,08/05/2018,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,02/20/2018,4
3,QUEM DISSE BERENICE,4,SOLAR,09/22/2018,18
4,VULT,3,MAQUIAGEM,09/19/2018,8
3,QUEM DISSE BERENICE,5,HIDRATANTES,10/07/2018,10
5,BELEZA NA WEB,3,MAQUIAGEM,09/08/2018,14
5,BELEZA NA WEB,4,SOLAR,07/07/2018,8
4,VULT,5,HIDRATANTES,09/21/2018,8
3,QUEM DISSE BERENICE,3,MAQUIAGEM,10/25/2018,17
4,VULT,1,CABELOS,02/06/2018,19
3,QUEM DISSE BERENICE,2,PERFUMARIA,10/30/2018,9
5,BELEZA NA WEB,3,MAQUIAGEM,01/19/2018,15
1,BOTICÁRIO,5,HIDRATANTES,01/20/2018,3
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/23/2018,1
4,VULT,5,HIDRATANTES,10/04/2018,9
5,BELEZA NA WEB,1,CABELOS,02/27/2018,16
5,BELEZA NA WEB,4,SOLAR,01/24/2018,11
1,BOTICÁRIO,3,MAQUIAGEM,10/14/2018,1
5,BELEZA NA WEB,3,MAQUIAGEM,07/12/2018,4
1,BOTICÁRIO,5,HIDRATANTES,12/21/2018,16
4,VULT,2,PERFUMARIA,05/15/2018,12
5,BELEZA NA WEB,4,SOLAR,04/16/2018,17
5,BELEZA NA WEB,1,CABELOS,01/10/2018,17
2,EUDORA,5,HIDRATANTES,12/01/2018,5
2,EUDORA,1,CABELOS,03/25/2018,8
1,BOTICÁRIO,3,MAQUIAGEM,06/05/2018,6
2,EUDORA,2,PERFUMARIA,10/28/2018,4
4,VULT,1,CABELOS,02/18/2018,18
4,VULT,2,PERFUMARIA,09/05/2018,4
3,QUEM DISSE BERENICE,5,HIDRATANTES,10/08/2018,1
5,BELEZA NA WEB,1,CABELOS,12/03/2018,4
1,BOTICÁRIO,3,MAQUIAGEM,09/29/2018,15
2,EUDORA,3,MAQUIAGEM,10/14/2018,3
1,BOTICÁRIO,3,MAQUIAGEM,01/01/2018,3
2,EUDORA,1,CABELOS,05/05/2018,12
5,BELEZA NA WEB,4,SOLAR,03/06/2018,19
1,BOTICÁRIO,5,HIDRATANTES,06/01/2018,4
5,BELEZA NA WEB,4,SOLAR,09/29/2018,1
1,BOTICÁRIO,2,PERFUMARIA,11/09/2018,2
1,BOTICÁRIO,2,PERFUMARIA,04/14/2018,20
5,BELEZA NA WEB,3,MAQUIAGEM,05/25/2018,20
4,VULT,5,HIDRATANTES,09/07/2018,3
1,BOTICÁRIO,5,HIDRATANTES,02/01/2018,4
2,EUDORA,5,HIDRATANTES,06/02/2018,11
2,EUDORA,2,PERFUMARIA,05/16/2018,15
5,BELEZA NA WEB,5,HIDRATANTES,12/18/2018,19
4,VULT,5,HIDRATANTES,10/21/2018,14
4,VULT,1,CABELOS,01/25/2018,3
5,BELEZA NA WEB,4,SOLAR,01/01/2018,12
2,EUDORA,4,SOLAR,04/06/2018,6
1,BOTICÁRIO,3,MAQUIAGEM,11/04/2018,12
1,BOTICÁRIO,3,MAQUIAGEM,06/21/2018,20
2,EUDORA,3,MAQUIAGEM,07/30/2018,13
5,BELEZA NA WEB,1,CABELOS,11/08/2018,19
2,EUDORA,5,HIDRATANTES,06/13/2018,17
3,QUEM DISSE BERENICE,4,SOLAR,10/01/2018,19
5,BELEZA NA WEB,1,CABELOS,05/20/2018,12
1,BOTICÁRIO,2,PERFUMARIA,03/16/2018,10
2,EUDORA,3,MAQUIAGEM,12/05/2018,3
4,VULT,1,CABELOS,08/27/2018,9
4,VULT,4,SOLAR,08/24/2018,6
5,BELEZA NA WEB,3,MAQUIAGEM,10/19/2018,19
5,BELEZA NA WEB,1,CABELOS,07/04/2018,20
4,VULT,4,SOLAR,02/15/2018,7
2,EUDORA,4,SOLAR,01/16/2018,9
5,BELEZA NA WEB,4,SOLAR,07/19/2018,18
1,BOTICÁRIO,2,PERFUMARIA,06/22/2018,19
2,EUDORA,5,HIDRATANTES,03/16/2018,11
1,BOTICÁRIO,3,MAQUIAGEM,02/08/2018,10
2,EUDORA,1,CABELOS,12/31/2018,5
2,EUDORA,4,SOLAR,11/22/2018,17
3,QUEM DISSE BERENICE,1,CABELOS,11/28/2018,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,10/14/2018,9
2,EUDORA,1,CABELOS,03/02/2018,10
5,BELEZA NA WEB,2,PERFUMARIA,04/18/2018,20
5,BELEZA NA WEB,4,SOLAR,01/27/2018,3
4,VULT,5,HIDRATANTES,06/17/2018,17
2,EUDORA,3,MAQUIAGEM,05/01/2018,17
2,EUDORA,2,PERFUMARIA,06/05/2018,8
2,EUDORA,4,SOLAR,11/20/2018,16
1,BOTICÁRIO,1,CABELOS,11/29/2018,20
5,BELEZA NA WEB,4,SOLAR,12/18/2018,14
2,EUDORA,4,SOLAR,01/27/2018,19
2,EUDORA,2,PERFUMARIA,08/26/2018,14
3,QUEM DISSE BERENICE,3,MAQUIAGEM,04/21/2018,15
4,VULT,5,HIDRATANTES,02/25/2018,7
4,VULT,2,PERFUMARIA,10/11/2018,3
1,BOTICÁRIO,4,SOLAR,06/03/2018,10
3,QUEM DISSE BERENICE,3,MAQUIAGEM,01/14/2018,4
2,EUDORA,1,CABELOS,12/25/2018,4
5,BELEZA NA WEB,4,SOLAR,05/14/2018,17
3,QUEM DISSE BERENICE,2,PERFUMARIA,11/28/2018,16
5,BELEZA NA WEB,1,CABELOS,03/11/2018,10
4,VULT,2,PERFUMARIA,03/03/2018,10
5,BELEZA NA WEB,3,MAQUIAGEM,09/18/2018,17
3,QUEM DISSE BERENICE,2,PERFUMARIA,07/14/2018,10
2,EUDORA,1,CABELOS,02/04/2018,20
4,VULT,1,CABELOS,04/18/2018,1
2,EUDORA,3,MAQUIAGEM,07/01/2018,7
5,BELEZA NA WEB,1,CABELOS,12/01/2018,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,03/27/2018,12
5,BELEZA NA WEB,1,CABELOS,09/29/2018,10
2,EUDORA,1,CABELOS,12/31/2018,19
5,BELEZA NA WEB,3,MAQUIAGEM,02/17/2018,16
3,QUEM DISSE BERENICE,4,SOLAR,11/09/2018,18
5,BELEZA NA WEB,2,PERFUMARIA,05/21/2018,10
4,VULT,4,SOLAR,02/24/2018,4
3,QUEM DISSE BERENICE,1,CABELOS,09/28/2018,13
4,VULT,3,MAQUIAGEM,12/26/2018,11
5,BELEZA NA WEB,1,CABELOS,05/01/2018,18
4,VULT,3,MAQUIAGEM,09/18/2018,5
4,VULT,4,SOLAR,07/01/2018,2
5,BELEZA NA WEB,4,SOLAR,07/28/2018,11
5,BELEZA NA WEB,5,HIDRATANTES,01/07/2018,1
3,QUEM DISSE BERENICE,1,CABELOS,07/03/2018,4
1,BOTICÁRIO,2,PERFUMARIA,12/22/2018,1
2,EUDORA,2,PERFUMARIA,06/10/2018,10
3,QUEM DISSE BERENICE,4,SOLAR,01/06/2018,2
4,VULT,5,HIDRATANTES,10/21/2018,9
2,EUDORA,5,HIDRATANTES,12/27/2018,15
4,VULT,1,CABELOS,04/15/2018,1
4,VULT,2,PERFUMARIA,06/03/2018,9
4,VULT,1,CABELOS,03/10/2018,3
5,BELEZA NA WEB,5,HIDRATANTES,06/05/2018,15
3,QUEM DISSE BERENICE,4,SOLAR,12/28/2018,10
5,BELEZA NA WEB,1,CABELOS,06/12/2018,18
1,BOTICÁRIO,4,SOLAR,07/13/2018,18
1,BOTICÁRIO,3,MAQUIAGEM,06/12/2018,15
1,BOTICÁRIO,1,CABELOS,03/01/2018,1
3,QUEM DISSE BERENICE,1,CABELOS,07/27/2018,4
4,VULT,3,MAQUIAGEM,09/16/2018,4
5,BELEZA NA WEB,1,CABELOS,03/29/2018,20
2,EUDORA,1,CABELOS,11/04/2018,16
3,QUEM DISSE BERENICE,2,PERFUMARIA,06/05/2018,11
5,BELEZA NA WEB,4,SOLAR,04/22/2018,9
2,EUDORA,1,CABELOS,08/12/2018,13
3,QUEM DISSE BERENICE,4,SOLAR,12/29/2018,11
3,QUEM DISSE BERENICE,3,MAQUIAGEM,11/24/2018,15
4,VULT,5,HIDRATANTES,12/30/2018,9
4,VULT,5,HIDRATANTES,09/28/2018,8
5,BELEZA NA WEB,3,MAQUIAGEM,12/21/2018,15
5,BELEZA NA WEB,1,CABELOS,07/28/2018,1
1,BOTICÁRIO,4,SOLAR,01/05/2018,20
5,BELEZA NA WEB,1,CABELOS,06/07/2018,20
2,EUDORA,4,SOLAR,11/06/2018,4
3,QUEM DISSE BERENICE,4,SOLAR,11/13/2018,4
1,BOTICÁRIO,2,PERFUMARIA,01/31/2018,6
2,EUDORA,3,MAQUIAGEM,12/02/2018,11
3,QUEM DISSE BERENICE,5,HIDRATANTES,02/19/2018,20
4,VULT,4,SOLAR,06/27/2018,14
5,BELEZA NA WEB,3,MAQUIAGEM,12/15/2018,18
5,BELEZA NA WEB,1,CABELOS,11/22/2018,10
2,EUDORA,4,SOLAR,11/23/2018,16
2,EUDORA,1,CABELOS,12/19/2018,7
3,QUEM DISSE BERENICE,4,SOLAR,12/28/2018,3
4,VULT,2,PERFUMARIA,08/11/2018,3
3,QUEM DISSE BERENICE,3,MAQUIAGEM,04/15/2018,8
5,BELEZA NA WEB,1,CABELOS,01/16/2018,19
1,BOTICÁRIO,1,CABELOS,11/16/2018,3
1,BOTICÁRIO,5,HIDRATANTES,12/06/2018,7
1,BOTICÁRIO,4,SOLAR,02/10/2018,5
1,BOTICÁRIO,4,SOLAR,09/24/2018,12
1,BOTICÁRIO,1,CABELOS,08/29/2018,3
4,VULT,3,MAQUIAGEM,03/02/2018,2
3,QUEM DISSE BERENICE,4,SOLAR,10/25/2018,19
2,EUDORA,5,HIDRATANTES,09/03/2018,14
5,BELEZA NA WEB,4,SOLAR,08/03/2018,5
5,BELEZA NA WEB,4,SOLAR,03/27/2018,16
1,BOTICÁRIO,3,MAQUIAGEM,06/12/2018,3
4,VULT,5,HIDRATANTES,01/10/2018,19
4,VULT,5,HIDRATANTES,05/18/2018,4
2,EUDORA,3,MAQUIAGEM,03/12/2018,9
4,VULT,2,PERFUMARIA,04/04/2018,13
1,BOTICÁRIO,4,SOLAR,08/06/2018,15
2,EUDORA,1,CABELOS,10/31/2018,2
2,EUDORA,4,SOLAR,09/08/2018,4
2,EUDORA,3,MAQUIAGEM,01/18/2018,14
2,EUDORA,5,HIDRATANTES,03/01/2018,11
5,BELEZA NA WEB,1,CABELOS,08/15/2018,1
5,BELEZA NA WEB,3,MAQUIAGEM,12/11/2018,9
3,QUEM DISSE BERENICE,4,SOLAR,07/12/2018,8
1,BOTICÁRIO,1,CABELOS,08/25/2018,15
5,BELEZA NA WEB,5,HIDRATANTES,02/11/2018,5
5,BELEZA NA WEB,2,PERFUMARIA,08/29/2018,12
4,VULT,3,MAQUIAGEM,06/24/2018,19
4,VULT,3,MAQUIAGEM,10/19/2018,1
2,EUDORA,4,SOLAR,03/18/2018,10
5,BELEZA NA WEB,2,PERFUMARIA,05/22/2018,14
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/24/2018,18
4,VULT,3,MAQUIAGEM,08/28/2018,20
3,QUEM DISSE BERENICE,3,MAQUIAGEM,06/14/2018,19
2,EUDORA,2,PERFUMARIA,08/05/2018,11
1,BOTICÁRIO,5,HIDRATANTES,08/26/2018,2
5,BELEZA NA WEB,2,PERFUMARIA,11/21/2018,18
4,VULT,4,SOLAR,12/20/2018,1
3,QUEM DISSE BERENICE,1,CABELOS,04/14/2018,16
1,BOTICÁRIO,3,MAQUIAGEM,04/10/2018,12
3,QUEM DISSE BERENICE,5,HIDRATANTES,12/13/2018,4
2,EUDORA,5,HIDRATANTES,06/17/2018,3
3,QUEM DISSE BERENICE,1,CABELOS,02/06/2018,17
2,EUDORA,1,CABELOS,09/13/2018,17
4,VULT,5,HIDRATANTES,01/29/2018,17
3,QUEM DISSE BERENICE,3,MAQUIAGEM,02/11/2018,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,03/01/2018,11
5,BELEZA NA WEB,4,SOLAR,07/30/2018,7
1,BOTICÁRIO,4,SOLAR,10/22/2018,15
3,QUEM DISSE BERENICE,3,MAQUIAGEM,03/19/2018,7
2,EUDORA,4,SOLAR,07/15/2018,20
1,BOTICÁRIO,5,HIDRATANTES,12/23/2018,7
2,EUDORA,2,PERFUMARIA,01/07/2018,5
1,BOTICÁRIO,3,MAQUIAGEM,10/02/2018,5
4,VULT,5,HIDRATANTES,11/25/2018,8
3,QUEM DISSE BERENICE,3,MAQUIAGEM,09/30/2018,16
3,QUEM DISSE BERENICE,4,SOLAR,09/28/2018,12
1,BOTICÁRIO,1,CABELOS,09/21/2018,9
2,EUDORA,3,MAQUIAGEM,02/08/2018,6
5,BELEZA NA WEB,1,CABELOS,04/01/2018,6
4,VULT,2,PERFUMARIA,11/18/2018,9
2,EUDORA,1,CABELOS,11/30/2018,7
1,BOTICÁRIO,3,MAQUIAGEM,06/28/2018,10
1,BOTICÁRIO,5,HIDRATANTES,10/14/2018,12
1,BOTICÁRIO,4,SOLAR,08/03/2018,7
4,VULT,3,MAQUIAGEM,12/05/2018,7
4,VULT,1,CABELOS,11/03/2018,14
3,QUEM DISSE BERENICE,4,SOLAR,06/25/2018,9
5,BELEZA NA WEB,5,HIDRATANTES,04/30/2018,6
4,VULT,2,PERFUMARIA,10/22/2018,15
2,EUDORA,3,MAQUIAGEM,04/18/2018,11
3,QUEM DISSE BERENICE,1,CABELOS,01/20/2018,6
2,EUDORA,1,CABELOS,12/18/2018,19
5,BELEZA NA WEB,2,PERFUMARIA,08/31/2018,8
4,VULT,1,CABELOS,02/16/2018,10
5,BELEZA NA WEB,4,SOLAR,11/29/2018,6
4,VULT,5,HIDRATANTES,03/30/2018,13
1,BOTICÁRIO,5,HIDRATANTES,04/14/2018,14
5,BELEZA NA WEB,1,CABELOS,03/11/2018,17
3,QUEM DISSE BERENICE,3,MAQUIAGEM,09/04/2018,16
3,QUEM DISSE BERENICE,4,SOLAR,06/28/2018,19
1,BOTICÁRIO,2,PERFUMARIA,04/16/2018,9
2,EUDORA,2,PERFUMARIA,07/22/2018,13
2,EUDORA,3,MAQUIAGEM,07/02/2018,20
4,VULT,1,CABELOS,06/30/2018,17
4,VULT,1,CABELOS,05/26/2018,12
2,EUDORA,5,HIDRATANTES,04/16/2018,16
1,BOTICÁRIO,4,SOLAR,11/20/2018,9
5,BELEZA NA WEB,4,SOLAR,08/05/2018,18
1,BOTICÁRIO,1,CABELOS,05/23/2018,6
4,VULT,1,CABELOS,07/01/2018,6
3,QUEM DISSE BERENICE,2,PERFUMARIA,02/07/2018,14
2,EUDORA,2,PERFUMARIA,06/06/2018,18
2,EUDORA,4,SOLAR,08/18/2018,4
2,EUDORA,4,SOLAR,05/18/2018,15
5,BELEZA NA WEB,3,MAQUIAGEM,02/01/2018,15
5,BELEZA NA WEB,2,PERFUMARIA,12/10/2018,4
3,QUEM DISSE BERENICE,2,PERFUMARIA,12/19/2018,15
2,EUDORA,4,SOLAR,07/08/2018,15
1,BOTICÁRIO,2,PERFUMARIA,08/22/2018,14
5,BELEZA NA WEB,3,MAQUIAGEM,11/22/2018,6
5,BELEZA NA WEB,4,SOLAR,12/05/2018,19
4,VULT,1,CABELOS,07/13/2018,5
1,BOTICÁRIO,5,HIDRATANTES,05/11/2018,13
5,BELEZA NA WEB,1,CABELOS,09/26/2018,4
1,BOTICÁRIO,5,HIDRATANTES,08/10/2018,19
2,EUDORA,2,PERFUMARIA,09/22/2018,16
5,BELEZA NA WEB,1,CABELOS,05/12/2018,20
4,VULT,1,CABELOS,07/02/2018,18
5,BELEZA NA WEB,2,PERFUMARIA,10/23/2018,19
1,BOTICÁRIO,1,CABELOS,04/03/2018,10
2,EUDORA,1,CABELOS,07/08/2018,3
3,QUEM DISSE BERENICE,3,MAQUIAGEM,07/22/2018,10
1,BOTICÁRIO,4,SOLAR,04/01/2018,7
2,EUDORA,2,PERFUMARIA,03/29/2018,7
5,BELEZA NA WEB,3,MAQUIAGEM,09/27/2018,2
3,QUEM DISSE BERENICE,1,CABELOS,10/04/2018,17
1,BOTICÁRIO,2,PERFUMARIA,02/10/2018,4
2,EUDORA,4,SOLAR,03/04/2018,1
1,BOTICÁRIO,2,PERFUMARIA,03/14/2018,4
5,BELEZA NA WEB,1,CABELOS,07/30/2018,11
3,QUEM DISSE BERENICE,1,CABELOS,11/24/2018,6
1,BOTICÁRIO,3,MAQUIAGEM,08/06/2018,18
2,EUDORA,3,MAQUIAGEM,10/16/2018,2
5,BELEZA NA WEB,1,CABELOS,12/21/2018,2
4,VULT,1,CABELOS,05/06/2018,19
5,BELEZA NA WEB,1,CABELOS,11/22/2018,19
2,EUDORA,5,HIDRATANTES,09/27/2018,19
4,VULT,1,CABELOS,12/28/2018,17
5,BELEZA NA WEB,5,HIDRATANTES,08/10/2018,19
1,BOTICÁRIO,5,HIDRATANTES,01/20/2018,17
4,VULT,4,SOLAR,11/06/2018,12
5,BELEZA NA WEB,2,PERFUMARIA,03/15/2018,8
1,BOTICÁRIO,3,MAQUIAGEM,11/22/2018,17
5,BELEZA NA WEB,3,MAQUIAGEM,12/01/2018,19
2,EUDORA,2,PERFUMARIA,12/08/2018,16
5,BELEZA NA WEB,1,CABELOS,08/05/2018,17
2,EUDORA,3,MAQUIAGEM,11/04/2018,14
5,BELEZA NA WEB,4,SOLAR,03/24/2018,13
1,BOTICÁRIO,3,MAQUIAGEM,03/06/2018,20
5,BELEZA NA WEB,2,PERFUMARIA,01/29/2018,14
1,BOTICÁRIO,5,HIDRATANTES,10/27/2018,9
2,EUDORA,3,MAQUIAGEM,01/24/2018,13
1,BOTICÁRIO,3,MAQUIAGEM,02/24/2018,17
5,BELEZA NA WEB,1,CABELOS,12/18/2018,4
1,BOTICÁRIO,2,PERFUMARIA,04/21/2018,8
3,QUEM DISSE BERENICE,2,PERFUMARIA,05/29/2018,18
4,VULT,1,CABELOS,04/15/2018,1
4,VULT,5,HIDRATANTES,07/04/2018,13
1,BOTICÁRIO,4,SOLAR,03/09/2018,20
4,VULT,3,MAQUIAGEM,03/01/2018,12
1,BOTICÁRIO,3,MAQUIAGEM,08/29/2018,13
3,QUEM DISSE BERENICE,2,PERFUMARIA,03/26/2018,15
5,BELEZA NA WEB,3,MAQUIAGEM,10/08/2018,2
1,BOTICÁRIO,4,SOLAR,04/04/2018,12
4,VULT,1,CABELOS,08/06/2018,18
2,EUDORA,2,PERFUMARIA,04/08/2018,3
1,BOTICÁRIO,4,SOLAR,01/05/2018,7
5,BELEZA NA WEB,1,CABELOS,08/23/2018,1
3,QUEM DISSE BERENICE,3,MAQUIAGEM,07/31/2018,8
1,BOTICÁRIO,2,PERFUMARIA,10/01/2018,2
1,BOTICÁRIO,4,SOLAR,07/14/2018,10
3,QUEM DISSE BERENICE,5,HIDRATANTES,01/28/2018,18
3,QUEM DISSE BERENICE,1,CABELOS,03/30/2018,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,02/05/2018,5
1,BOTICÁRIO,3,MAQUIAGEM,10/03/2018,17
1,BOTICÁRIO,4,SOLAR,04/02/2018,3
5,BELEZA NA WEB,3,MAQUIAGEM,12/14/2018,16
5,BELEZA NA WEB,1,CABELOS,09/04/2018,4
1,BOTICÁRIO,1,CABELOS,09/09/2018,11
4,VULT,1,CABELOS,07/27/2018,7
1,BOTICÁRIO,3,MAQUIAGEM,04/05/2018,8
5,BELEZA NA WEB,5,HIDRATANTES,11/07/2018,3
2,EUDORA,4,SOLAR,03/25/2018,4
4,VULT,3,MAQUIAGEM,11/16/2018,7
2,EUDORA,1,CABELOS,02/12/2018,18
2,EUDORA,2,PERFUMARIA,08/16/2018,1
5,BELEZA NA WEB,3,MAQUIAGEM,12/02/2018,1
2,EUDORA,2,PERFUMARIA,04/03/2018,6
5,BELEZA NA WEB,2,PERFUMARIA,02/01/2018,2
2,EUDORA,4,SOLAR,10/29/2018,12
3,QUEM DISSE BERENICE,3,MAQUIAGEM,06/13/2018,16
1,BOTICÁRIO,4,SOLAR,10/11/2018,10
1,BOTICÁRIO,4,SOLAR,10/19/2018,12
4,VULT,1,CABELOS,09/06/2018,5
3,QUEM DISSE BERENICE,1,CABELOS,12/31/2018,9
3,QUEM DISSE BERENICE,1,CABELOS,03/08/2018,7
2,EUDORA,4,SOLAR,02/24/2018,18
1,BOTICÁRIO,1,CABELOS,02/23/2018,4
1,BOTICÁRIO,1,CABELOS,01/14/2018,6
2,EUDORA,1,CABELOS,10/31/2018,13
3,QUEM DISSE BERENICE,1,CABELOS,04/18/2018,17
5,BELEZA NA WEB,3,MAQUIAGEM,09/24/2018,13
3,QUEM DISSE BERENICE,2,PERFUMARIA,05/12/2018,13
1,BOTICÁRIO,5,HIDRATANTES,04/05/2018,8
5,BELEZA NA WEB,5,HIDRATANTES,12/07/2018,13
3,QUEM DISSE BERENICE,5,HIDRATANTES,11/17/2018,19
5,BELEZA NA WEB,5,HIDRATANTES,06/18/2018,10
1,BOTICÁRIO,4,SOLAR,09/17/2018,2
3,QUEM DISSE BERENICE,1,CABELOS,08/02/2018,8
1,BOTICÁRIO,2,PERFUMARIA,09/24/2018,16
1,BOTICÁRIO,3,MAQUIAGEM,02/06/2018,8
5,BELEZA NA WEB,5,HIDRATANTES,12/26/2018,20
5,BELEZA NA WEB,1,CABELOS,10/14/2018,17
4,VULT,4,SOLAR,11/25/2018,13
2,EUDORA,4,SOLAR,02/23/2018,8
2,EUDORA,3,MAQUIAGEM,06/01/2018,11
3,QUEM DISSE BERENICE,5,HIDRATANTES,03/31/2018,17
5,BELEZA NA WEB,4,SOLAR,03/21/2018,13
1,BOTICÁRIO,2,PERFUMARIA,08/22/2018,7
4,VULT,2,PERFUMARIA,12/05/2018,4
3,QUEM DISSE BERENICE,4,SOLAR,01/21/2018,2
3,QUEM DISSE BERENICE,1,CABELOS,03/19/2018,9
4,VULT,2,PERFUMARIA,09/11/2018,15
5,BELEZA NA WEB,4,SOLAR,10/28/2018,15
2,EUDORA,1,CABELOS,10/16/2018,9
1,BOTICÁRIO,1,CABELOS,07/17/2018,2
3,QUEM DISSE BERENICE,5,HIDRATANTES,07/30/2018,4
1,BOTICÁRIO,3,MAQUIAGEM,09/27/2018,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,12/08/2018,2
5,BELEZA NA WEB,2,PERFUMARIA,07/21/2018,20
1,BOTICÁRIO,2,PERFUMARIA,06/15/2018,5
1,BOTICÁRIO,3,MAQUIAGEM,02/28/2018,17
1,BOTICÁRIO,1,CABELOS,06/01/2018,16
5,BELEZA NA WEB,4,SOLAR,09/18/2018,17
2,EUDORA,4,SOLAR,03/12/2018,18
3,QUEM DISSE BERENICE,3,MAQUIAGEM,11/22/2018,5
1,BOTICÁRIO,5,HIDRATANTES,02/21/2018,13
2,EUDORA,2,PERFUMARIA,03/08/2018,14
4,VULT,5,HIDRATANTES,12/20/2018,13
1,BOTICÁRIO,1,CABELOS,05/02/2018,18
2,EUDORA,1,CABELOS,12/29/2018,1
5,BELEZA NA WEB,4,SOLAR,12/23/2018,18
2,EUDORA,5,HIDRATANTES,11/23/2018,19
4,VULT,1,CABELOS,09/24/2018,4
1,BOTICÁRIO,2,PERFUMARIA,01/21/2018,1
5,BELEZA NA WEB,2,PERFUMARIA,04/26/2018,14
4,VULT,1,CABELOS,01/26/2018,14
1,BOTICÁRIO,1,CABELOS,10/15/2018,20
5,BELEZA NA WEB,5,HIDRATANTES,09/01/2018,12
4,VULT,5,HIDRATANTES,07/18/2018,14
4,VULT,3,MAQUIAGEM,01/16/2018,4
5,BELEZA NA WEB,4,SOLAR,11/16/2018,18
3,QUEM DISSE BERENICE,2,PERFUMARIA,05/28/2018,8
2,EUDORA,1,CABELOS,04/11/2018,1
2,EUDORA,3,MAQUIAGEM,12/09/2018,8
5,BELEZA NA WEB,4,SOLAR,03/13/2018,13
1,BOTICÁRIO,1,CABELOS,12/08/2018,13
2,EUDORA,1,CABELOS,06/09/2018,9
4,VULT,5,HIDRATANTES,09/21/2018,15
3,QUEM DISSE BERENICE,5,HIDRATANTES,06/29/2018,5
1,BOTICÁRIO,3,MAQUIAGEM,01/12/2018,2
2,EUDORA,5,HIDRATANTES,05/04/2018,2
1,BOTICÁRIO,1,CABELOS,02/17/2018,16
3,QUEM DISSE BERENICE,2,PERFUMARIA,12/02/2018,2
1,BOTICÁRIO,4,SOLAR,07/23/2018,19
1,BOTICÁRIO,2,PERFUMARIA,04/20/2018,20
5,BELEZA NA WEB,3,MAQUIAGEM,11/15/2018,1
3,QUEM DISSE BERENICE,5,HIDRATANTES,03/03/2018,17
5,BELEZA NA WEB,5,HIDRATANTES,06/28/2018,11
4,VULT,5,HIDRATANTES,07/10/2018,16
3,QUEM DISSE BERENICE,5,HIDRATANTES,04/25/2018,8
4,VULT,3,MAQUIAGEM,12/22/2018,5
5,BELEZA NA WEB,4,SOLAR,05/02/2018,2
4,VULT,2,PERFUMARIA,07/19/2018,7
2,EUDORA,3,MAQUIAGEM,09/13/2018,10
2,EUDORA,1,CABELOS,03/04/2018,20
1,BOTICÁRIO,2,PERFUMARIA,11/04/2018,5
4,VULT,1,CABELOS,04/22/2018,7
5,BELEZA NA WEB,1,CABELOS,05/29/2018,14
